Feature_ID,b_numbers,background_2,background_3,background_4,pex_1,TPII_1,LL37_2,PLEU_1,NT_6,pex_2,LL37_3,Ind_3,PXB_1,CAP18_1,HBD3_1,PR39_1,Ind_1,PGLA_1,NT_4,PGLA_2,NT_2,NT_3,PROA_3,Bac5_2,background_1,R8_1,R8_2,PROA_2,PROA_1,NT_1,AP_2,TPII_2,CAP18_2,background_5,Bac5_3,PR39_2,CP1_1,CP1_2,PXB_3
lacI,b0345,719076.179,725356.1582,717175.5774,459904.2507,466265.0508,451758.3147,443039.4913,456135.9381,440322.0013,448052.7125,432401.0364,453556.5569,448292.0024,445796.9558,450781.7763,451479.1847,455788.724,469483.03370000003,483465.1036,461142.4354,468968.7608,467148.7566,413898.0917,718529.6757,403679.0419,482055.3789,464613.568,461641.9419,463154.8705,414184.9785,431108.2951,428107.2655,707244.9539,472574.9645,474288.3957,467015.6891,459366.542,476195.486
lacZ,b0344,30825.58094,31334.45108,31451.4093,19265.65623,20017.73032,19594.86972,23385.52678,22094.94537,21316.05314,21086.79659,20683.97435,24508.40166,24765.38205,24402.86077,24109.76765,22047.8435,22249.89227,22200.47444,22827.41352,21451.80292,22044.84495,22134.97367,19794.52967,33521.7569,19126.50037,22343.76584,21968.81083,22093.27966,22158.6348,18060.73889,18791.41706,18875.11109,32476.60838,21418.12109,21101.35266,20550.60464,20696.93407,21219.29888
ghrB,b3553,4413.348196,5612.727427,6728.593425,4776.022278,4133.159933,4561.130739,6466.369225,5195.558377,5194.17421,5188.481868,4871.869133,6471.989084,6622.162057,6530.089598,6485.045337,6475.724237,6983.996991,6766.537617,7243.055165,6365.756461,6567.683111,6600.738993,5742.399688,584.0953715,482.67974830000003,680.1029682,3018.561435,2781.020819,3041.565879,1389.400472,1302.179815,1384.205877,7459.271171,5055.634273,5736.332152,5364.968036,5275.105242,5330.295302
gcvR,b2479,2430.858358,4533.935456,4509.230148,3525.299479,3406.750219,3670.028654,5617.039364,5903.846723,6315.608944,6826.823512,6035.957955,5179.809466,5132.172449,5963.384476,5406.651408,8233.938577,8363.545012,7765.650706,8496.06929,8311.288772,8355.914683,7923.06053,7230.823639,141.1063571,134.9301092,179.2029083,2510.359101,2579.225698,2508.915949,355.8055634,326.255405,280.5239514,8829.821087,5616.303263,5866.579555,5770.552668,5537.307122,5725.347426
lsrD,b1515,1887.103129,2401.064738,2562.239437,1735.556406,1627.005582,1688.810717,3499.063426,2846.874454,2209.450553,2680.153319,1749.560469,2882.857246,2773.806625,3286.265137,3160.25217,2540.099511,3179.010548,2866.550364,2965.866613,3134.752693,2848.468289,3099.808168,2876.828667,1487.264752,958.0161815,1764.553503,1707.383359,1869.334623,1957.242614,1049.854856,1528.045923,830.5542972,3844.325684,3124.251031,2826.067748,3495.939728,2332.648239,2973.506604
ydaQ,b1346,1855.16817,1923.785406,2223.407317,1571.542733,1446.444417,1465.105339,3745.943334,3046.426961,2807.968986,2780.440187,2739.148185,4153.798512,3861.366755,3921.591491,3695.916832,4304.747978,4118.672731,3111.712416,2674.298756,4285.542398,4161.78803,4844.139289,3879.469564,320.0739811,344.9707692,616.7537734,1724.059995,1649.938533,1611.490542,560.0574777,370.9213235,666.2443846,1978.431136,1189.012839,1457.584911,1190.395489,1431.578989,1842.670794
wecB,b3786,1300.304253,1645.684089,1384.57151,1103.83916,952.0039808,1367.133233,3828.261595,2621.303993,2302.667852,2450.033713,2314.22355,4327.830482,3826.30442,4200.230318,3663.802091,4977.779178,5056.557969,4101.530383,4716.816517,5146.022224,4108.969298,5095.714215,4179.110542,179.9309922,276.4114322,404.4513643,1182.901329,1165.680394,1401.94011,426.5956904,444.8477448,217.2758457,2301.898318,1741.893991,1814.192801,1944.977376,1874.211127,2298.838066
yjjG,b4374,1096.127243,1110.718484,1389.075357,825.5643363,613.7085567,821.0895751,178.2162529,185.7805279,212.3632809,176.9315058,207.9705083,182.1300808,176.4436323,153.7590524,180.9071063,220.4329444,160.5882912,223.7984939,235.9888021,137.741852,156.8809691,162.8894124,164.3419356,256.3664406,138.4106553,173.5275407,494.5873761,527.4608768,560.4066976,1506.84194,1380.003899,1486.19769,739.6130845,335.1233383,459.654502,302.4737881,420.825836,463.4823279
gspH,b3329,1035.538952,1165.926541,1324.772892,901.5301303,958.223933,876.1149945,254.77313,413.0507842,304.4864203,422.1674295,1386.319452,1502.717714,194.3783182,881.8987633,164.607373,1487.626762,772.0611613,351.6149599,891.1979656,302.2788304,359.0017289,203.9399069,171.6031366,155.4736227,243.325689,377.4386344,417.6668079,493.103072,511.3892182,144.8639004,237.7507875,161.7138073,200.9720467,156.2476362,227.7668704,317.6650543,463.9634003,478.0983681
mppA,b1329,1020.722195,577.5415245,773.429102,540.3242952,679.0832285,468.3910113,173.4863873,285.8322915,353.1250374,180.914869,1384.903306,181.858718,127.2470176,142.46575,146.5137666,841.0605683,122.8273984,275.0057968,96.33865702,232.4649456,210.6063985,171.0641598,156.2322087,118.8252723,125.6577987,135.4019395,319.0707973,314.8063387,363.7765403,495.6611322,294.4167203,198.3134006,51.89588766,135.1056183,181.5250241,363.016578,368.5500265,185.8104506
nikC,b3478,539.0919703,502.2500222,535.8669008,432.1400006,581.6334236,365.1098766,85.00998983,297.5964794,93.69642822,118.0514763,28.33836205,153.938083,20.8138153,105.7678484,44.71386951,20.65916914,129.2381313,255.8320997,127.6629012,301.0442016,284.5387199,39.90766524,101.9460866,16.39203415,88.33729764,102.3020567,71.70380275,76.30753749,258.7295653,159.2516408,231.883338,98.55337861,229.935528,182.7015792,140.7542237,432.4604503,320.9746073,246.6318429
ybbD,b0501,504.5310734,304.151904,358.0078989,259.9416277,247.9064361,229.1559775,84.83954812,72.03228839,83.29996966,129.8098032,75.87352126,74.84979316,65.17028097,60.71329761,64.43137348,28.38833356,86.1738968,48.48470575,91.45025507,43.01040747,33.23951352,22.33861302,16.51187594,116.9409719,126.6560367,139.6238296,47.30850617,45.99207338,69.55291794,140.7063351,148.7957441,175.3988861,77.43913368,84.43668013,83.02830763,67.93244543,96.14004299,91.61855415
micC,b4427,478.7086541,331.3808384,335.4155123,208.0869076,203.7924128,217.6101072,503.6507326,395.6326775,402.6879715,358.9255098,363.8291403,681.0781821,963.2008871,497.3969236,509.1303662,28.41727172,31.79042563,63.27580435,52.16778903,19.37441291,36.14179309,43.3733747,38.14317142,705.9445418,431.7548207,510.8483579,587.1730843,553.7230827,533.7826044,755.4146668,805.44257030000006,756.6425846,192.1100062,163.0081649,117.1592103,126.1020417,142.529763,146.5397417
dnaB,b4052,457.9386171,551.7625475,502.9621933,373.3005994,337.4706314,330.7260666,572.7788439,558.2645144,548.3335958,608.9392118,538.3495055,560.7852928,540.4292055,608.9197528,549.6799643,776.4214242,812.3231257,747.4331862,874.877604,765.0840724,797.2707453,809.5848677,673.261994,128.2686595,71.41646675,89.00704808,262.2941476,271.8377797,257.254107,247.3360391,239.3320521,219.5060298,725.3966438,438.0373492,447.2884446,464.1243827,407.6360512,482.9788021
wcaA,b2059,383.5644792,258.726352,269.1533793,239.1256982,268.9598298,203.21347600000001,59.44319995,104.1534536,81.54721962,140.9583445,295.1889842,226.9243753,34.60789376,73.88221644,108.987408,227.0104448,37.56090577,81.31329651,35.24752215,60.61679742,68.56081759,29.94208633,51.72259453,26.03991711,27.01221168,40.9849217,40.59688147,52.54494834,74.38420837,61.43287818,58.10491669,45.75212065,24.60055295,59.61088629,117.8217177,201.1587775,254.6610078,63.64296458
hcr,b0872,352.6295711,363.9898555,443.402,260.8502291,297.8258538,279.9316703,115.8706715,128.708174,101.9187049,119.7865656,113.2701744,137.2956856,279.5024674,80.23803518,156.8557792,166.0221914,47.80564467,83.57571202,42.29153418,74.58293661,89.2470864,101.0917433,50.20019248,22.17020807,93.37554655,102.8788289,108.637233,92.5826176,102.0742173,99.5248171,109.9260803,129.695284,288.8902086,202.2551194,236.2064351,256.462142,239.5664288,249.2758871
hscB,b2527,328.8937779,285.2981568,340.0957288,318.1247188,273.6947388,252.6277013,134.7267181,196.6083253,163.0392029,197.8337561,138.1844213,254.9795919,374.9140239,244.9387565,171.5986531,171.4570684,140.3169205,152.2044964,131.8592812,149.1546103,142.1490476,188.7414255,89.83973524,43.14753707,94.46130872,139.2409878,170.0088481,149.5925409,158.8394545,140.4470045,155.8642931,254.9723512,89.17223689,85.56301257,168.4818607,167.6407711,155.751162,165.515027
frvX,b3898,301.7809073,308.3517045,340.8197421,237.0841898,239.1091291,184.5588367,75.98632427,64.01867123,71.09961277,83.9448158,47.50103075,70.6886758,129.4683795,51.43595593,30.69370564,92.36774146,56.36477302,79.3553791,62.06419951,73.17614652,71.11373045,114.0650908,38.04345071,18.96464551,47.86477596,72.95525704,125.5169282,86.0654147,90.22709407,79.51453641,71.36822916,202.9935223,45.53514115,59.824545380000004,50.67600761,54.24467907,63.88144461,100.4408336
marR,b1530,298.7161233,247.7114178,327.4457313,290.3122485,245.7773444,276.3663327,81.17524428,104.127982,100.1390029,104.8279969,119.7134313,43.36928935,163.4667073,82.95647549,56.47436985,134.402263,67.91958085,70.07026966,118.548871,66.8875006,75.46849516,30.86588936,100.833885,46.69226516,156.4845366,284.9158695,56.23915814,62.29547043,89.55596999,333.1984107,240.63576,210.2317429,48.77130313,134.9146644,68.87635623,68.25164297,56.31878962,62.19775008
yfcF,b2301,278.0379638,554.3607896,399.4991161,409.1665002,286.4344939,268.4218438,105.6428552,129.8697195,175.2832537,203.2566103,194.3897703,88.50688255,156.9369838,193.7887872,65.21433842,227.208754,245.7136602,518.0989316,303.6943446,189.5354926,173.3418565,232.2069266,106.3573547,49.65751635,111.1820461,119.2831129,236.7672521,212.9306592,235.7099065,150.8302461,88.04547856,84.80956671,56.38675578,45.91186041,32.36374726,45.46190402,35.20323662,106.6371624
aspA,b4139,268.1038202,340.4984962,355.1716494,341.3604078,396.7593877,376.3992559,1421.579612,494.4046731,512.7837002,540.7214202,433.7521176,1258.97109,1706.749608,1664.312564,1380.314484,3240.016395,3297.37495,3363.763748,3533.104917,3343.333362,3291.82187,3430.130668,2876.328247,128.0250622,145.0342518,187.4956933,637.2964807,585.1604637,628.1034166,296.7044652,297.7837881,431.8155745,302.3693851,370.5624763,388.4563789,575.6945782,509.3754777,496.3367002
yegD,b2069,262.6578777,231.7445096,56.42120272,111.9483425,204.8896313,65.4791962,188.3983375,394.3978177,404.0408169,402.1382416,477.8532206,208.9723612,246.7031786,350.5903427,429.8886076,67.10640003,24.93694063,29.10569328,21.15855429,20.81114567,40.34707828,22.64263268,21.81744299,21.07443402,15.52808424,19.47109748,32.32721884,23.21482583,37.39342773,52.10402472,61.03086538,65.72512387,129.5156384,125.3529831,138.6740348,142.4968605,155.6754169,113.718217
yqeH,b2846,243.6936086,170.2282255,133.0725278,279.9731978,271.0374439,396.8142827,202.6525787,235.2563638,368.7691872,213.6587432,182.8870338,173.402415,203.5244814,267.6897602,147.9782919,364.2478078,353.2287136,278.0194963,286.8390052,195.3527121,198.2619194,344.7559753,83.74324247,489.3283002,505.8210887,675.3517862,341.1933799,251.6690483,206.6093214,577.7837526,542.6520164,557.5025764,43.09177427,131.8408227,315.417965,81.64559362,139.706534,182.8144342
yhhJ,b3485,231.4574417,297.8677465,307.8213999,223.4829875,315.923527,215.885759,140.7544913,301.1438295,73.30276933,260.4737479,245.6887959,104.7546696,102.6186294,101.3431571,95.83036956,339.5185114,522.3267321,244.4378341,789.7187886,201.4824131,191.4283536,78.83698801,121.402086,27.08151379,125.9947375,76.63823967,182.3133383,183.9415345,266.4580873,37.84891933,68.76113915,49.37221545,54.86032644,75.13962899,53.04608551,130.48703,203.1597314,46.94056705
yqgB,b2939,211.0810813,206.9548017,157.3200394,152.8989893,160.0741956,291.8094613,91.95633141,96.36376911,128.4746576,141.3228678,45.52040438,55.68370976,72.88254932,272.0586213,93.72381524,61.59766569,117.4395109,128.0979382,115.864823,99.54664679,130.7467176,138.9656638,62.99402553,11.83632596,50.9321163,77.10997126,116.0675004,119.7536032,109.2355508,175.1737311,162.7867878,136.0116128,22.96051609,36.71051648,128.373313,123.5672633,126.7484955,165.4575964
ptrB,b1845,199.7128135,283.5043134,279.2844343,1087.451272,301.257091,397.5923472,793.0731639,254.0962779,638.7467948,177.1278609,20310.41373,478.3665655,42.92418226,1230.87485,681.9055576,3545.253713,276.2639051,364.7645956,278.4682346,410.0891286,349.1543887,623.9368331,340.717904,17.81479045,118.2485087,278.887335,482.9524165,825.8491363,360.9774818,4868.619486,172.1769011,78.39970695,21.52339499,536.5922105,1725.997243,239.8227107,200.9157374,226.3327924
yccS,b0960,193.089212,165.4357356,200.4196445,109.047259,134.1478391,124.8949628,47.00274878,50.26707108,41.2179878,46.30937365,44.63281989,46.06702451,48.54717467,44.59386386,51.6916864,42.69104699,42.58841973,42.55533324,40.23532385,48.36707351,57.56687559,42.66780225,52.40436135,35.72328461,32.77247595,25.29479968,61.83522417,67.57286484,82.79545483,284.8670717,295.996,299.2776418,55.64247631,42.99368442,43.43890475,49.6032587,44.38467013,49.94063734
yfiN,b2604,192.6050356,262.9635964,224.546334,193.7824238,290.3968627,186.3735322,391.6575289,336.5405077,273.9856497,323.0730596,311.1265846,378.594768,290.1046217,355.6194374,329.1300169,242.9769372,215.8198037,133.6365957,140.6271063,205.3866722,238.9633587,204.2118872,173.9959673,28.33193915,70.08873543,121.9919004,191.7278751,179.5258348,231.1128686,90.54838698,192.8878445,104.2534,291.020331,234.3249919,241.5807344,383.7133367,379.1165704,312.4270287
ligB,b3647,192.4939059,150.9552671,161.0998912,96.27925153,85.52313317,96.8482175,47.53535848,75.21074662,47.02340408,51.57207049,37.84441462,47.45853433,50.82517079,36.46093078,36.64942467,19.66984283,17.77169993,33.18119969,23.53413197,34.99468956,29.7607618,17.97817361,15.56322984,156.6572553,63.91481261,91.78487928,61.8145701,60.7459072,75.45407152,267.9127652,257.1757655,273.3566728,79.23629081,33.27140492,38.08517725,42.46859015,49.52777345,33.31425997
yjdC,b4135,184.2561939,158.6174417,139.6399998,321.0272033,259.2939739,537.0957914,631.2419,463.7506388,438.7451541,308.1214724,1101.593786,391.7580997,643.7628439,989.3766145,457.7962071,742.4413089,426.4954004,410.9808852,485.7719354,402.88987,351.7370935,426.8060552,205.3539613,60.35293288,178.4834666,304.565487,432.8740547,398.4658583,562.5870416,370.1079136,786.6090137,438.3186741,56.44460205,353.3387211,764.0382686,358.5822478,578.8558522,479.9093468
adeQ,b3664,159.7575465,171.2066539,181.404769,124.5443667,104.4348464,99.31530525,123.3661345,133.1610494,120.5550257,116.2517323,99.61978534,111.7678417,138.8008453,110.9958813,118.7509323,32.91800348,33.87970769,52.82998352,55.22522706,41.65619714,47.07392812,31.16385094,49.20611971,370.117923,230.3962924,256.7614244,82.00027973,82.57808657,99.10224696,518.5603298,510.0060415,498.8493338,71.2033982,85.90535842,83.33290586,71.93452397,69.82356927,95.71734438
yfcA,b2327,151.3529531,160.7604459,178.0170211,93.49759713,144.254264,127.1447384,117.4997568,158.5693241,88.67270483,97.23943824,56.37786379,104.0529174,127.5503295,96.20368508,98.84143309,74.3300227,84.65879168,140.9077321,87.38826439,151.5057828,150.7692825,97.35555556,113.9491928,139.3617786,134.8757895,124.1823328,180.6049134,195.6609136,283.8846711,1761.548306,1757.683881,1738.902173,63.60913345,104.3605958,100.0526304,91.63415029,139.0545002,136.8294993
paaF,b1393,147.0971285,81.02136766,129.8651998,266.0487919,210.9311015,153.631922,415.9587179,305.8007261,317.3686164,229.0669487,545.5810133,309.7696375,254.0739143,319.3758557,296.4015657,338.03094,440.0311676,305.9181025,619.1294377,307.6669103,265.7569151,253.6212905,126.6770482,87.47784654,214.4719585,154.751491,279.9309422,217.0534058,330.7010479,600.3238479,331.7507527,161.0821127,17.57914513,153.5340872,287.7934326,95.45223988,151.7162516,351.8674957
caiC,b0037,146.8602736,190.4410337,200.0699571,127.7728417,147.8241854,144.4163304,28.0484563,39.92848518,29.10108074,59.02094028,25.77732037,25.38374517,22.74444505,22.09960012,23.88328883,41.3595652,40.95846309,42.23509547,43.40485993,49.52624126,40.56067385,54.03083248,37.32213597,12.56752756,14.06041048,12.52183272,52.47540496,48.35059986,27.3477339,50.26408877,38.12425267,45.67088784,228.0094493,198.183243,176.3651492,214.7564835,183.9880601,179.1400519
flxA,b1566,146.8059412,82.94765023,106.277362,136.2250626,115.5166983,132.10985,181.4273566,203.1028946,147.7878414,175.8401648,95.03238775,312.69831,143.1957961,134.5420664,146.4841715,185.45363270000001,242.6211921,278.6084603,253.7838419,280.4473743,270.967835,262.3659343,190.4008609,228.7290016,132.071719,195.9827356,261.9529811,246.5968663,283.3529096,459.8166099,420.3544543,412.7829916,74.46653866,84.07773945,151.1851786,200.3293135,166.8773628,244.7268469
yjcZ,b4110,142.6418229,135.7096105,151.3987016,237.9190774,160.8726755,225.1026676,186.4234159,182.8288542,158.1279463,459.8218451,189.1245925,147.4509702,181.3033175,234.2233705,145.1690962,137.4309694,194.6180886,177.9380917,174.2180265,174.8497294,163.0502173,163.5062735,86.08466833,37.77121082,73.61689847,50.06497632,212.2515889,304.551338,177.8536073,258.2474634,205.3446988,283.0770704,88.08061461,92.4932391,91.08111003,120.3023998,308.961045,252.9189319
atoD,b2221,139.8292774,209.2230845,283.2181807,1740.379911,4584.918199,71589.04042,904.5840022,145.5293915,2596.485254,3825.416058,218.7176473,36.21540822,927.7290391,187.2128561,165.5403702,84.67854064,635.1548871,125.1692881,793.4838195,116.7919612,108.0853251,191.6749894,153.0099226,98.38611216,566.5909861,760.8375391,150.5777176,121.0695769,149.9484912,180.335566,6206.522505,293.6404559,9.558223891,124.2509789,135.2006956,48.37398582,68.04436038,175.0339562
yegH,b2063,134.1644146,41.96583478,51.1474776,42.10789626,113.3288821,85.75102592,84.29330379,113.2078426,82.92073487,123.0032368,82.44251015,121.2667457,184.979079,131.1868433,63.82145514,95.08528554,77.60218664,125.850606,65.97857975,95.84327452,81.83512849,33.54755287,98.29692733,61.40094091,327.8754987,1007.532492,74.2582395,65.57935413,141.6548736,208.2858388,174.4144155,128.5734777,24.87389243,51.32674064,61.861053,125.1870589,126.9371093,100.0154127
rtcA,b4475,132.2525713,112.8178388,145.234587,253.4527873,186.4565927,222.0669548,234.9090944,288.2801295,470.8285212,293.9941795,343.0725619,330.0505432,341.1654848,493.6745495,338.0060728,278.1109946,429.4907397,308.4612672,345.8855482,273.4071936,253.8133022,334.1464315,119.1683439,23.42824401,116.5128501,220.1842247,358.6396301,238.5988352,278.0890759,379.3099224,269.2396058,368.7910748,291.2395846,231.8862909,316.0954784,194.801409,281.1380978,335.9125032
rnb,b1286,131.8193171,71.21669454,66.65876284,94.36954969,92.86488153,48.61347991,41.77241101,103.2544436,74.75315233,69.49287271,61.69132219,34.31382714,53.93357778,49.73101373,51.14850072,17.50838043,12.34694649,17.93684717,21.48254957,18.43211445,15.31768083,18.56873571,22.02349265,182.0775599,98.15290009,122.9962059,46.48504842,52.72871831,56.08405429,470.8526812,489.2473079,422.5980974,80.16601896,107.1276743,120.3169898,111.6658017,109.3153137,110.8487407
tauD,b0368,128.1351353,155.3294568,181.9432314,129.9487587,103.2282973,137.0574312,186.502982,131.0891534,120.9882856,111.908249,105.7868552,168.8026826,192.2037346,183.9455563,179.4330185,153.6016908,164.6099127,197.6781934,191.4761394,181.2169591,199.7030008,165.3584456,150.0544305,29.34075167,47.67413468,78.00437026,221.2981669,212.5204789,229.5107211,106.9035154,103.7642945,121.4945283,161.0470002,138.3969236,139.5100058,143.2590237,130.4463892,180.2051307
panF,b3258,122.6363638,126.0542883,133.7522486,70.42620113,61.06948722,79.02591154,30.39878724,47.22038353,40.30577492,61.73953567,30.07105501,29.19176299,35.288981389999996,22.5715008,54.04334281,47.19821138,60.79221743,78.75878021,55.77176211,78.70002758,73.77112227,58.86830371,67.28907272,40.35111122,30.86794927,27.42146037,68.75552809,58.675024,77.52762374,73.79824592,79.49069117,85.20045632,27.8941807,48.57654201,38.22446474,31.93311298,28.80647625,38.38975439
citG,b0613,120.7412602,159.5364887,142.0818584,355.785238,256.6155449,258.0838986,322.3179261,384.717087,472.8706529,343.982111,252.014216,266.7496758,214.8515692,509.5002869,249.7230159,294.6837132,362.4710029,287.2826942,257.8694476,290.4374132,282.3500491,373.6978908,182.102183,76.87552321,149.7832999,166.2020983,457.1140179,339.1169807,342.4689203,206.2771664,162.0407147,239.0357675,72.40790738,364.4601143,230.2172842,133.8546632,197.4767515,312.6256006
rplC,b3320,118.6074647,146.9488592,143.9198751,76.58124435,44.71914036,70.47308194,66.99675574,111.786449,122.9805966,192.0570296,76.30086829,96.44772077,98.92712077,70.00824254,72.93880587,19.97384625,20.26407248,31.78369896,41.70567743,30.91363555,22.63028072,18.61062008,18.14827878,20.45993487,23.12156391,19.48268742,40.79300168,56.0479449,31.31966668,66.69215919,64.31739206,73.02528259,236.1653083,130.7593635,109.1483241,161.1597437,47.89713554,81.23532878
gcvH,b2904,117.5559253,229.5960107,198.7379913,146.8726409,158.3692634,194.9334458,95.49311339,109.7787629,107.4303924,99.6507401,105.7940885,76.01540276,70.25000238,74.64849699,83.8364677,100.2710719,55.64826057,92.41721698,85.47030334,98.06985588,102.9357101,100.3726619,202.5500205,27.04145238,86.1928122,145.846009,148.9004906,133.1765345,141.4018088,93.27261705,92.87791231,61.85912775,28.96557414,66.26718873,125.9403739,70.48780791,101.1202283,147.1071902
sufS,b1680,114.0978818,104.1610353,117.6157432,122.9488913,160.0372184,108.0898773,80.20761093,69.87484906,109.7515358,93.79085219,51.50777288,66.41912767,92.15231852,80.5253542,31.6996379,82.76443113,117.9996358,69.78877716,80.77616903,73.60302263,81.88954227,92.92772171,34.7318411,14.07563087,38.54322315,28.6863804,124.2640719,105.5882946,101.1037435,115.2428369,81.20483776,81.10151912,42.6490176,40.56897917,67.98304707,56.88672065,68.51270027,137.7589669
yjdP,b4487,112.064865,50.58895151,66.47325608,322.1072041,520.9936213,262.935683,364.481459,421.1801811,307.3315338,331.3236122,282.8334459,403.8925081,405.607231,555.7391643,356.6860626,312.681484,481.3638307,365.4162238,339.2759688,361.9231658,383.7131929,424.0601701,183.9425545,34.32534528,134.1212396,332.0264645,426.0800498,225.1989837,343.4212403,362.3105463,498.5926757,191.2663305,43.4162486,194.1578427,273.8630677,485.9386758,370.2866761,479.0861746
fetB,b0491,109.4374222,119.8569005,70.87071764,108.4294664,136.3735323,87.59009499,392.5827995,212.3980412,137.2721681,252.1163725,107.3347791,109.6255189,73.73568952,125.8296521,151.1322269,173.9852015,236.1543831,269.8354545,177.7279543,283.6805954,266.2379231,128.7388489,404.3005015,55.08444004,52.07482404,47.20805028,109.9329154,106.3306719,177.076577,87.12674694,99.17471993,88.11329243,111.9766708,265.7590381,127.5146286,103.3821183,95.37476076,112.8379016
ung,b2580,108.2937721,129.3317543,153.0233623,89.42216666,90.0365301,69.92742972,38.38177311,84.9799686,83.85353609,82.23352379,83.59921221,24.50083229,41.22203923,37.1396193,29.1999166,18.51755913,16.91609528,5.159093165,7.956826193,17.00330924,17.39994124,19.18486081,14.76251294,36.22944989,17.05118676,25.59814391,12.89277143,8.33068544,12.83163602,43.31973923,51.16156187,45.1277661,235.994174,142.7985887,164.434323,152.4579776,187.0524381,161.5707924
waaR,b3626,107.346249,116.6978174,102.6707873,128.5219205,234.9353068,95.28546174,184.455178,173.273136,175.906767,663.9071334,592.4008417,96.6060349,148.475877,163.3582798,102.010059,594.6740227,127.3229333,148.1051616,124.3568443,92.05862469,87.43277998,67.12680122,97.91018304,42.24765313,140.476486,394.7420392,77.99683013,85.3868928,127.1051143,90.66838058,129.4885548,130.1940069,21.13180242,41.82423969,62.05999843,331.3966615,296.4141491,101.6071217
rsmI,b3146,104.7315191,103.2931205,61.82553248,116.7583057,233.2442968,513.53756,289.966829,179.0841253,208.1645815,202.519007,187.4954263,243.5855104,625.4804452,255.5202991,524.2562201,93.31121417,93.8360708,194.5782546,109.3122961,151.2524337,159.2689526,157.9193844,205.4658791,33.57062485,193.5834502,729.8184572,251.1295249,310.2029622,232.1063478,274.1267175,273.8124008,194.8354506,46.08103577,258.2669398,714.2179534,151.12717,210.974101,190.0581096
appA,b0980,102.5668811,110.5245915,106.2753335,73.83812183,88.97750437,105.9693627,75.60381982,140.433923,121.8481741,138.2222506,124.8920102,96.38125714,68.74773253,77.16633915,60.00055793,66.17024068,76.09557008,34.59749833,33.51002519,50.9392442,53.72181628,41.49018891,43.36840418,15.93666982,24.58386214,13.82762696,27.39341736,26.23437563,48.10064283,38.42316842,47.02610075,39.30358673,146.3534051,116.0568548,113.4335932,118.2285111,130.1775211,138.7719912
thiF,b3992,102.1900473,101.5794026,104.8448552,80.85270817,174.3855367,77.76709955,103.2684198,155.1221649,158.7839605,96.64540032,175.3860236,111.1611836,107.0603908,71.48404212,98.65441051,150.3159967,83.70991844,83.28506302,70.28755337,116.0813223,113.1514036,133.0759393,91.01636783,55.28315736,112.6435165,150.0800514,147.0901503,124.6415054,117.4487501,142.1124869,121.8132425,129.5011363,158.5368968,217.2200755,150.0789456,178.9047696,171.1176542,169.8870464
yghS,b2985,102.1703385,76.52110313,66.77117544,67.84089609,340.9581516,293.8744553,179.2762091,317.1965837,117.8266509,292.4763179,327.0838692,155.7896059,119.5092734,325.2184808,239.1138681,655.3409915,340.742933,247.4142841,264.4593988,278.0255387,270.617521,191.7564839,288.8196666,13.67642705,83.17485659,147.1683633,311.8311186,176.5395255,277.0585899,112.9527686,397.6844095,67.97008907,15.04975004,130.4577271,316.4384186,456.1173251,1095.887577,221.8829325
ytfK,b4217,99.11633383,76.25001388,81.95156982,351.9314763,497.2947883,400.5646885,233.2225797,173.8567259,295.5756828,209.0258519,226.4145331,190.5620289,616.3099003,224.0167514,110.1400363,365.6750313,452.8579675,182.7178829,240.5992682,167.7659845,186.6868696,317.9205505,115.4890468,88.68667421,364.0293047,723.1114099,352.1636641,256.8628011,188.1973282,230.2212557,511.6156187,716.89454249999994,21.29671057,96.23948604,116.266693,312.53000050000003,336.2902629,206.2940916
mukE,b0923,97.36676261,78.78960108,25.30698146,128.6892081,216.2035035,150.9697325,145.5649161,236.753829,241.4916217,132.6697655,165.345605,146.3099347,302.5873093,174.5761002,135.3725137,264.71394,149.2642956,268.2454026,114.8660973,278.9121551,259.7033783,140.0203276,192.842136,19.94546842,100.5277161,194.0584859,163.6894302,110.3625912,293.1541305,313.585523,375.3299262,284.5030146,25.01230689,125.2496865,217.3677263,281.5313043,214.8560363,230.2640109
yihS,b3880,96.87296002,104.3549869,110.2107318,43.79798056,64.41566995,63.98588341,49.0878001,86.6785688,138.1495039,84.06927977,58.05500848,20.12145647,148.6889732,94.60356542,32.30205199,110.668914,87.22361631,121.9910571,71.99033222,122.6127522,117.0568964,137.9482849,122.8535657,102.2098196,74.88087308,67.97247253,154.7928422,207.9365532,133.0009257,131.2306566,74.39434842,81.31129027,35.49451762,78.89903811,37.17370458,57.84313513,62.78380445,96.84798958
ydfE,b1577,95.02787504,114.271514,95.58245972,102.5151319,235.8378194,106.5330393,114.3143414,300.1056262,120.8382938,188.3073332,442.4702313,190.2417566,148.1758769,56.05868108,120.5965596,434.5079783,108.472388,199.5102254,137.8960326,224.2169711,226.8282782,160.1855269,129.0759935,27.57167694,251.5647078,201.9267344,215.7783663,230.7856555,224.197795,215.6371037,249.9894356,77.0065749,169.6376953,187.2156361,266.4503206,280.7718278,309.3089335,349.4123546
