Feature_ID,b_numbers,background_2,background_3,background_4,pex_1,TPII_1,LL37_2,PLEU_1,NT_6,pex_2,LL37_3,Ind_3,PXB_1,CAP18_1,HBD3_1,PR39_1,Ind_1,PGLA_1,NT_4,PGLA_2,NT_2,NT_3,PROA_3,Bac5_2,background_1,R8_1,R8_2,PROA_2,PROA_1,NT_1,AP_2,TPII_2,CAP18_2,background_5,Bac5_3,PR39_2,CP1_1,CP1_2,PXB_3
dnaK,b0014,14.93093095,12.98370587,15.25729404,151.8074234,844.3853333,165.5053085,141.4602094,140.4757842,202.2542524,173.403724,705.0367399,148.0018977,355.1146055,212.7048108,101.4136521,336.2877255,255.251204,106.774659,218.4791847,137.4580514,130.1506755,65.69946297,108.2235387,15.68915194,89.43010092,171.1567363,85.72202185,83.85161753,144.2318345,106.2047996,538.6776029,193.7473718,16.38496923,76.67652999,120.806185,412.7121824,446.510042,95.73530418
ybcM,b0546,14.91851251,12.93251392,17.95944112,45.28393983,40.05712472,42.93421358,72.94280424,44.32061855,60.83747606,43.83134057,20.07917586,27.9395456,96.18399856,69.90629586,27.90573747,27.6560948,44.79426547,40.70543902,40.2969232,27.93400803,38.55297132,26.0675069,12.50407725,15.66310804,45.28362972,31.51243407,38.70793428,37.55966932,44.06309382,78.09413907,83.08945386,53.08159983,9.322314802,16.86782294,40.31512346,20.43969768,17.97078561,56.78030858
rsgA,b4161,14.91399093,12.39501376,12.22148374,22.0874839,171.6781813,84.32676471,47.41907688,63.34523353,70.73606084,56.83782954,157.1124004,49.56008811,131.6815142,50.82521308,80.39573179,233.4878279,53.8643294,55.56865127,29.60735998,50.58363391,40.26215037,34.48121503,145.2990401,11.12816971,348.7616568,200.1473496,93.63482386,47.76496994,38.43746076,92.12110326,184.2399265,91.64315222,6.018140968,87.94719491,94.92172629,60.74134559,91.64375346,55.10328252
proB,b0242,14.91333727,14.57181756,13.24648219,66.16126038,85.06358221,45.54097314,70.21665523,93.86015051,98.1905631,98.8022646,86.35682511,120.7287388,98.31911012,65.53121603,90.60939032,74.87687261,114.6461927,86.05206177,94.48731104,90.54262168,95.49577128,106.5444948,57.80728919,10.61409665,50.74757965,72.6726967,102.0677738,95.765692,110.4437243,94.76192957,76.18623887,130.60626,11.72982887,33.65130677,43.15511183,64.57551533,57.9126472,157.6732513
eptC,b3955,14.89984103,11.02804133,9.783145878,11.08511374,10.72747545,7.482566409,7.477417952,10.91401622,15.72483087,21.06802844,9.933633804,6.07575426,7.116108697,9.34981589,8.663545947,16.4118348,12.30569107,13.21571335,15.26566073,13.53204541,13.41496335,11.12399492,9.590785893,13.06501031,9.046765756,13.46638619,8.835588265,9.234583341,10.79557316,33.82542803,38.06136956,42.06241486,12.23501549,8.694224588,9.772362926,12.57723631,12.92233178,112.6065282
lolA,b0891,14.89984103,8.431491919,13.85945666,19.4728498,36.59145347,12.58785912,14.8752889,61.33915671,22.27684374,68.58315642,41.23613102,156.9334356,19.47883991,7.690977587,95.01022055,41.75528039,17.88006395,81.43274505,15.3787397,71.31387932,70.80720575,29.97298632,6.453799674,15.3175983,26.09022624,12.71825362,29.47571247,25.82920853,80.60208338,42.85096292,56.67898521,55.9214413,13.50618593,12.31681817,36.9178155,45.51761714,47.84134389,97.47326355
sibB,b4437,14.89984103,8.927462032,6.451816031,65.01419209,73.03536075,67.08003871,105.4793213,95.81074891,85.57568022,156.2171896,64.79963446,91.8781211,104.5706142,228.1656684,66.27612649,56.93901871,148.8515324,116.1507234,122.549332,93.16813266,113.1076144,118.192446,47.38447655,20.10434777,18.53779233,46.22596028,78.13082688,67.927464,57.66149042,70.49674545,99.3136201,66.00563563,2.02592789,39.58977268,68.61898316,107.8048827,65.90389209,122.24106
yffB,b2471,14.89984103,7.652110313,8.192782262,22.07521222,29.84648508,19.30769368,43.27356772,66.04641195,32.60025913,29.75565517,61.71393758,70.6886758,8.787446574,52.73813203,68.8133078,54.22763687,28.60810232,47.98715333,40.09457136,53.23893295,54.12350421,69.9222538,33.19096975,19.69405496,29.81740142,72.11669086,57.45168222,23.57693989,68.73320517,92.41590159,84.2661019,56.57625911,6.174256427,108.5890908,108.0018081,112.425092,71.97123454,56.61210623
citT,b0612,14.87948606,21.56250392,19.57873499,19.43165922,28.98919684,13.84773112,36.74484554,35.60180834,30.8900816,33.97926876,12.58651618,31.79752825,9.714210066,17.14709757,26.31729613,12.16565919,13.57858955,41.03223431,24.91166749,65.55333196,62.14662672,19.89249912,33.79474566,16.27494819,19.13433331,19.22172379,28.35705192,46.69549165,58.23068546,467.8595483,457.7282359,385.9120479,18.82009515,45.23618288,24.82677044,18.27675675,23.06036006,40.5243587
frlR,b3375,14.87948606,9.122597814,12.38654662,19.43165922,50.33018004,37.66582866,34.29518917,31.78732887,23.1675612,35.0411209,360.0838108,24.0991793,38.28541614,6.906469855,21.24699137,343.5476367,41.10949129,27.96270783,32.94768926,42.63370734,37.92866291,37.71824508,35.21469296,8.537677741,114.0406265,171.7685956,43.88591369,49.35979898,46.65366491,55.08762076,50.7422048,68.59807009,6.022430449,14.71095378,26.83975182,35.55204738,48.16145994,48.09484329
phnL,b4096,14.87796168,11.14294086,16.32059973,101.0474042,71.33695468,38.998139,70.89144492,76.99161783,85.93830424,97.77771591,124.1149587,65.83924096,68.48530683,49.40596664,34.77631307,129.0617757,93.46468671,83.6364002,78.89225719,82.3499479,86.77214641,108.0219947,45.48335147,7.45636393,42.36864006,72.09452612,139.3403785,83.20199996,92.86583649,135.4034406,106.8307503,27.59927275,8.091811837,46.64733274,52.65084356,55.43798813,42.11655483,76.10897129
argC,b3958,14.87018961,7.248566187,12.8051964,45.71103828,42.22903898,28.84627071,44.46843489,71.30989073,113.8186958,52.84959649,48.6275683,31.20504013,146.711011,84.99614368,26.55441486,50.27630368,96.72313997,57.11578142,58.92123106,67.47522178,60.10446122,94.83620745,42.40344106,16.71218561,27.03709855,36.04332634,86.05871479,31.86620401,70.47823961,70.42659943,64.44829585,56.38391859,9.869594974,24.64414108,31.52268763,29.90646895,32.40329341,74.27715488
yqeK,b2849,14.86486488,19.95057243,10.98525171,149.8020413,163.2151724,118.9734646,191.0360406,198.8185494,117.0854377,203.1377998,151.3927439,173.6913463,188.5216707,139.9541274,93.34665703,234.0380792,188.3702512,171.3036921,128.4178915,127.7882508,129.465672,141.1650623,90.76463115,21.08866526,99.29371499,209.4171382,166.4811898,68.91253625,114.0130878,119.8113702,132.5877096,80.99635217,12.28872692,79.6256273,138.3570305,146.7006819,112.9132724,178.2921251
agaW,b3134,14.86010812,8.903655467,16.3790103,22.04075335,25.0427186,10.27169304,34.57558061,98.45086733,54.09034995,105.7095051,5.34106078,91.46977389,114.3305382,13.94630602,85.77603571,8.77620075,35.98899272,72.97537281,26.14385749,98.86404122,105.0521453,54.46307914,61.53256413,12.49916021,41.83224485,29.53765487,25.04062718,66.24085023,82.29844722,75.94849376,72.8540641,52.36447093,5.143155603,54.55998538,34.70916706,74.77346664,73.29684425,105.181641
iraM,b1160,14.85385387,17.79981627,13.54084846,32.62923758,442.0155772,91.3539951,104.7280441,94.79687856,57.47304943,115.9516328,322.6890888,127.0413526,35.50236903,71.02285475,50.7298746,321.4594229,314.6560143,60.42826716,232.9950262,58.66141686,54.42516344,159.3409273,22.45620354,15.67217233,8.64588394,29.56722209,218.8919347,77.30126767,55.43402543,65.2747643,336.3398975,86.58146649,14.45662124,39.88303025,43.20454495,122.74451,187.1887503,109.6648193
yfcG,b2302,14.85385387,14.05248653,13.08948685,90.17534748,136.840888,77.27546846,72.37303861,127.3533823,136.4984924,89.56264048,104.4721379,147.4587129,68.42274759,118.9094765,75.82207064,118.0078737,187.4426704,121.8865616,115.8923312,109.718576,125.0620777,139.7881029,59.99014375,15.67217233,47.98465587,66.98823756,172.7492098,94.72573375,128.8255521,146.6506371,132.1673682,185.2843383,8.929089589,68.13351001,85.27212819,55.9986474,126.3293536,85.01538742
fusA,b3340,14.85052714,14.35147561,14.24382017,22.35702344,63.01666097,94.60769904,212.9995591,52.51417025,26.88480944,55.00343924,10.2275632,46.45311466,35.79627646,7.665522815,52.39417659,7.139587594,46.47802155,47.65300681,49.41374483,50.81215872,45.50130912,39.60983724,10.81174055,17.72930527,34.56881936,22.64723394,42.06152382,122.1074228,63.86956577,74.79654694,109.4349437,51.72782083,7.68607347,31.31242162,34.83457152,59.9629617,103.2608564,58.56782072
trpB,b1261,14.84992532,6.863827592,7.593762252,40.89014368,82.7355955,16.13017123,90.339009,97.4385458,72.68711043,72.47630042,21.80709489,86.79943099,139.6026458,47.59731746,52.39921558,94.8506769,69.04040773,110.6839366,47.62386101,109.2654867,106.8369508,108.3331767,36.56185904,13.41252012,46.68777328,32.8452464,116.3120907,106.944352,106.9917102,46.7616603,60.41691979,99.38160088,9.461117181,27.05632705,41.13630305,38.83323287,57.80113551,116.8490758
rcnR,b2105,14.84526286,1.111845088,5.356819171,5.632699554,18.52272086,3.713018016,4.042036545,38.63848796,10.96228494,27.52258536,13.20591951,6.282264691,18.38604206,8.301372634,10.35817362,8.509567631,48.76738321,35.04356552,112.0451035,16.33065085,30.92194229,16.62487153,18.27518982,2.861529353,60.54018952,6.579519202,14.48272249,29.32741303,16.67911244,35.11925781,41.60390745,30.82680785,1.009253454,19.7223776,14.39318559,10.7409993,5.471873824,29.85129671
tdcG,b4471,14.84526286,11.3408199,14.14200261,197.2853019,174.1135761,135.005335,145.3112138,185.4647422,301.8282453,211.4493799,115.6251619,148.44094,138.3549665,189.9098632,120.1548139,188.7705753,210.5682081,208.9574465,207.8580318,196.9992197,178.7975418,317.5350463,99.90437103,13.44918796,104.0470376,141.6789802,337.628468,224.8434999,180.6903847,216.4998952,178.1097011,236.7498843,9.890683853,87.17290898,123.4215665,106.3358931,119.9434742,202.2723865
ompA,b0957,14.842589,15.45368548,16.85777099,57.42472265,135.8377346,12.46375615,88.51128153,93.28191665,64.2046602,20.4087779,390.5746896,8.002193064,12.85786611,6.028662547,38.029721,283.4151963,73.05577714,141.0573383,43.6986667,120.3657891,119.655936,53.40799867,46.92782593,34.89498979,25.02572285,27.60743504,115.3661536,44.76585908,124.4177404,49.84207939,58.09122587,46.88872963,12.43970324,54.82479951,16.74970679,19.8936772,33.00470292,29.12178952
tdcC,b3116,14.83272463,15.72359304,13.61404224,8.225453993,10.30430642,7.305613825,4.763503654,6.987484906,7.988531967,14.00496888,4.21029566,2.759102736,4.867400963,3.271937412,4.909342703,1.1627187,1.643032903,3.173597569,6.035462596,0.880802055,1.408356731,1.987620714,1.404596515,14.07563087,6.309158551,6.967276152,5.380054145,7.860275113,5.127700107,40.22336827,42.86509238,52.22968465,7.446653866,3.23375921,5.89990941,7.429795969,5.831735797,6.607624866
mglA,b2149,14.82147238,13.57021185,14.22990939,93.64363008,194.3698336,103.2980653,130.2261261,86.28096746,208.5644981,109.1899562,181.1957503,29.96157006,74.25132372,84.58558388,53.56702926,208.8662465,113.0711263,96.24964984,78.12217771,88.39708576,83.62138922,94.24312858,42.77878302,17.20586239,70.53813477,104.1194855,144.59513,93.53535871,104.4464078,118.8386952,94.85575573,52.93252732,13.22380808,33.98317371,67.16819944,96.514075450000007,180.3192882,61.93761358
eaeH,b0297,14.81440617,12.18311906,8.720803321,41.88189877,11.18372997,7.904640647,2.847271729,8.894619548,54.53066281,11.88495065,6.890703415,4.495565558,7.435066608,4.798041063,6.080378577,1.554069547,2.509770444,8.930053034,7.195557108,4.305425091,4.947983578,1.734934988,2.622343035,10.75042449,6.424922928,6.522929301,11.90215711,18.59869198,8.993076487,30.07429966,28.16232763,104.2313764,9.795082551,11.73164823,9.29387966,6.305102084,4.796674715,8.224169176
insN,b4587,14.81270746,19.0817975,16.67662389,76.71773849,170.0353279,124.1874245,93.97291762,104.7754974,127.8559286,129.9247515,115.9572406,94.92281517,140.0390097,57.59987503,116.5322926,184.8187271,99.18730212,95.62990126,87.14619164,121.0963752,115.4630147,105.6128992,116.704721,95.93653672,88.05150223,187.7615864,144.8708954,136.8612608,162.357179,130.6869492,163.8067551,209.5727181,14.90419465,81.07800229,120.9966619,132.8963115,111.8182216,106.2758534
yjiH,b4330,14.81270746,17.30674657,12.40056649,50.58312428,136.5035163,57.79605674,333.9466772,432.7091969,94.31197773,194.6977326,26.93956095,335.6327465,97.84384958,77.98921132,210.3265769,31.98241373,178.3771643,362.0274833,94.59948434,323.1523666,338.4355348,116.6718415,181.7432894,18.27362604,190.4369699,273.9831074,128.2522889,190.8854427,309.181325,205.718573,343.7697929,72.59172427,26.58586073,155.858684,203.2169455,551.1445823,355.9837914,254.49016
mngB,b0732,14.80933327,12.44557349,12.99181178,42.98221289,14.60404728,31.09462285,14.8722085,27.44378468,91.27329954,37.87030784,17.33715629,13.67358522,29.77523184,12.37642002,9.729221302,30.1340137,25.68782764,42.57133255,26.2034107,39.01852784,31.76405846,34.03080907,15.46869237,13.19790787,18.61129914,20.45795834,65.67122882,53.31042277,42.35316762,68.19502938,44.98488128,51.97254681,12.238635,15.33089147,16.22307095,13.21980908,12.81714773,32.42435609
xylF,b3566,14.79480691,10.08722296,10.01450061,98.91471372,77.11271706,68.8018873,71.95374573,96.22885557,84.05154424,76.44907735,57.68668365,78.21514438,117.3128542,120.4326024,68.87911635,99.81817097,89.07620983,109.5625393,74.04793474,81.5234192,83.50066214,79.79477928,34.33269548,16.52079333,48.2393307,81.70066619,71.17207996,34.31868473,95.02167059,112.1700481,77.90159269,65.82284056,7.214180281,37.95514963,52.92539582,144.1415335,61.67843275,99.7953199
yhdX,b3269,14.78639047,13.86702224,10.88766699,331.905749,500.9949379,166.0265639,1089.239083,521.5359419,298.7639992,446.2869355,52.52946833,365.0250903,113.2405975,731.8270991,306.8214587,109.4076982,441.5921987,381.1623797,337.2491261,436.3377132,412.9587895,128.4717891,266.0937987,25.11464087,297.6641789,772.9877441,159.5144147,121.92462570000001,413.6923174,378.6068867,677.8257689,63.36708547,24.70877873,223.2032531,451.8989941,497.243181,463.0594056,362.3795891
xylG,b3567,14.78388896,12.40118267,11.75998979,276.2324079,147.6862661,232.1806511,166.7379394,182.6860256,335.3260117,138.9552668,197.1724286,91.99728857,111.7589963,220.2286327,91.46277378,244.0623463,167.7108255,235.0385987,106.0504725,224.450298,214.965653,354.4240405,76.70809451,17.22484789,99.73380361,158.8087712,583.3240512,275.3201239,231.9680192,163.120874,157.0679857,68.03888316,14.8305279,57.96230272,122.9511277,84.85964112,141.4383573,154.7435468
pnuC,b0751,14.77567569,10.96093949,12.18676361,22.15821861,23.32705158,9.573398117,22.98908285,64.20334048,27.71022026,99.31857097,10.01448896,21.77851759,24.39980999,17.43288253,10.30961968,5.377573989,22.29047972,54.07643226,14.43358799,67.13473263,71.65014868,8.930095924,43.01966993,15.18995165,991.3370525,243.2366005,21.62225209,19.95893387,47.7825684,36.81496707,71.19984027,37.01357692,15.68968599,136.8486475,15.69007159,20.36314451,20.33257115,42.10525401
srlM,b2706,14.77567569,6.745193535,9.749410892,680.2306146,56.68724363,73.20833854,129.5051667,158.5693241,91.44372686,115.1519663,20.02897793,80.30828363,60.99952497,239.7021348,86.40443157,60.76658608,68.39124461,145.2338466,86.05686424,127.0997365,129.7519056,59.88417266,80.84233276,17.35994474,42.01899595,64.86309347,103.6495259,73.56292768,125.7805845,151.1763541,133.8727536,54.54632389,7.653505362,64.31138628,94.82260655,115.0517665,112.8665174,105.942252
yicR,b3638,14.76621017,7.259401114,6.995093017,9.194182231,11.33789864,9.394102083,6.597763689,6.956150893,11.92906343,13.16760153,4.79018904,6.22592151,5.939735936,7.556854909,9.774655427,2.604385609,1.363054202,2.993083759,5.861851455,1.402963632,1.1216329840000001,0.282672517,1.864397168,12.84480216,10.4681106,15.66200946,4.801866789,4.602957202,5.671895484,35.82794238,39.00208752,47.38296937,16.06206506,12.07221768,8.075997074,9.861971331,7.145334788,10.23243552
abgT,b1336,14.76323476,13.91444639,14.55707717,13.72071387,12.41822887,13.6747025,4.516519224,7.517380618,13.50124681,16.62803443,6.558276989,7.059833798,4.793675833,4.909063188,5.324080888,3.16949351,3.344169132,3.49683132,5.906765445,3.99527659,3.43982139,2.353012678,2.85886442,15.09189695,11.7407367,12.15509081,6.958606716,7.797596391,8.283121762,36.19479269,35.1798559,39.31376922,8.119632408,5.641607423,5.146482865,5.760889606,7.04355939,8.112045895
chiA,b3338,14.76157228,13.85844329,18.4565685,771.7174738,366.0867266,99.93559046,207.9769589,244.4872725,321.9075922,467.3079658,85.34991336,355.3257304,193.2266213,208.3015919,151.2165024,101.0361117,301.6593774,256.3460323,224.3189554,225.3260363,216.6303584,107.7507971,87.04118806,16.3836895,97.3268503,170.9087507,95.57911413,80.62317034,216.5333474,122.1524899,235.1836608,182.642543,14.1138139,62.15623701,104.5599619,95.85190628,116.1121876,225.7874962
malF,b4033,14.75518238,10.60894517,10.79061011,9.330867586,24.07953712,9.185213499,52.85257106,31.12483568,9.254675505,18.27897718,6.741144674,4.757443164,5.143926655,5.754543748,5.14766031,4.134988932,3.541294219,50.40133492,5.330301042,58.16782565,53.30315738,4.039198156,12.24408147,16.68577213,14.50493927,13.369838530000001,8.636905134,8.636875681,37.98591389,50.55688929,47.68456252,53.19968787,16.0500695,18.12160986,12.87526347,16.013735,16.63024643,20.46581717
yaiC,b0385,14.7529788,11.15132802,13.89028971,8.439585789,11.81321377,9.264578823,4.202305468,5.003940804,11.91837431,12.30454479,5.743076108,3.951747144,3.935453224,4.686258745,4.750976809,1.214290901,1.797619333,3.588482141,6.852220713,2.312815719,2.857601238,2.202869962,0.931363281,24.8499209,15.81360063,12.87604833,5.314224784,6.438365763,7.706865871,35.62738748,34.38277007,37.45346663,6.172181744,7.236840167,4.84125631,7.882507552,3.747939383,7.010240001
wecH,b3561,14.75024424,14.32337784,11.15896427,104.985376,278.328987,45.59407183,420.450937,212.7478687,101.826713,239.5819902,14.88096753,427.0426191,60.05460978,112.0185223,288.7048402,18.85390399,218.99847,190.542637,314.1987692,220.5103863,209.8180038,26.96116842,156.9537889,14.9023622,51.46905126,34.26502621,23.32176359,34.62754791,192.0107462,80.68904599,338.4059936,43.09253471,30.42959963,316.2411962,588.809182,69.55363215,50.6939443,131.8959764
lacY,b0343,14.74537697,13.31288198,15.62704617,10.72975364,12.52942422,7.598362705,4.179833246,9.896150871,16.17534388,11.98351803,7.986035855,5.470680257,4.836599382,5.282691676,6.201274993,3.08760229,2.472410757,3.370998375,7.192688066,2.432530843,2.692724161,1.809645107,3.812796282,27.0989568,12.28625613,15.9949476,8.473518705,8.676611031,6.657014174,36.65381023,33.5365262,37.13474955,9.008432149,7.728529786,5.875208832,6.430466687,7.14747155,8.05842182
mntP,b1821,14.74217076,9.100657944,11.86436246,15.93323809,26.75504124,14.6595452,27.73286185,56.90548554,27.56360534,60.31769665,12.01032186,35.43330243,16.5985102,10.14612211,35.84599434,4.780065768,25.41050358,38.84674317,24.20727545,75.73219955,91.31516784,16.67618286,217.0460816,19.28882749,65.21466743,25.34333322,19.61202004,29.32741303,62.90702283,50.23048529,84.4571815,39.08534773,5.345305332,82.61484838,19.05764389,20.36314451,33.19603453,68.41474964
yecM,b1875,14.74217076,11.24198923,13.92772985,49.83374466,42.04363624,133.7236562,101.2006187,135.6976963,43.39801692,53.92036519,61.46458834,580.7604692,129.0995237,24.59665966,301.1063525,47.80065768,22.51563608,58.46631043,22.47818435,50.90197019,49.29695655,58.03311637,36.66318946,12.39996053,40.51214189,30.62319431,50.99125209,59.01689288,63.79932102,600.2791658,180.283599,106.371516,9.232800119,93.06040392,195.7739781,292.518187,165.4532515,276.5335679
phoQ,b1129,14.73666687,13.91975257,15.01449316,9.077957006,10.3833733,74.65377249,5.853483108,9.76813085,13.20076201,31.92097629,5.757817063,13.24822554,3.86503297,4.772863116,5.685563213,3.180166959,2.246940275,5.786765177,5.905183417,4.657579983,4.365616675,3.235932814,5.122306798,22.72477366,27.03480917,68.64361495,7.949512844,7.58779064,10.90820803,38.02288529,41.81170765,37.0575788,11.50383147,19.1635094,11.26222441,6.146575447,5.316818673,13.61022982
etp,b0982,14.73317615,12.22283392,13.08645757,221.4567656,324.4273206,306.1370894,322.7728948,404.6363407,275.2424563,404.5775462,286.768364,456.5815056,319.0924336,198.118665,366.1249404,476.4025279,291.3130419,335.4708987,213.1864889,374.8031467,380.6419613,447.1746415,183.6973429,18.35027716,153.5369725,312.7626706,376.4718101,321.9454491,388.2215783,467.4549295,508.8686892,372.7767945,11.09501448,172.2465098,328.5437809,1107.809727,430.4344881,390.8796908
galR,b2837,14.72658707,11.76487245,13.32041604,10.61657434,10.14980489,10.80445068,5.613613255,5.711862661,10.31077963,10.29338071,5.822377304,4.510812147,3.647812124,4.2230820080000004,4.452659661,4.502154968,4.418039057,4.527329212,5.889967894,2.728437994,3.090196687,2.198929229,1.208606304,14.00402519,5.700251388,8.122390953,7.183472455,8.155976298,5.637820143,42.89918231,45.80744493,43.76391103,13.34913726,4.173805491,5.949218246,8.701692566,7.237507529,6.949104187
fryB,b2387,14.71757998,14.85180228,21.46659279,61.13287681,466.1268195,80.59633601,71.70906578,97.7222201,87.45243825,50.70912279,405.4796143,89.16205024,11.5123612,97.56016829,96.74557914,401.9859896,62.46539773,102.057749,73.75446035,97.58963539,112.4411341,47.999868,64.84339141,25.08432382,115.6486127,242.607195,60.45540121,60.89698302,95.15255122,94.85800611,265.664624,63.48248442,15.16657943,67.50843194,77.35511959,163.6524274,248.5134328,68.78396038
hdeB,b3509,14.71757998,8.354138782,16.99438596,251.5853007,368.3727353,123.9943631,201.6290202,276.0889908,269.4755365,244.8299835,159.2518122,336.418156,248.1553414,260.6935644,148.0909982,302.5255386,252.092498,253.7836024,201.475599,237.5159508,236.9295325,284.529338,293.0667004,17.91737416,134.4950533,201.4097468,321.9250115,147.5339279,242.9097649,194.0277398,245.9509947,115.8126405,10.9536407,87.26699738,151.7061569,232.0277567,202.8308165,325.9761601
yahK,b0325,14.71536681,12.43042809,10.86362928,114.9633979,135.1894013,163.9223194,87.22714865,134.7346804,114.9578281,117.2082515,96.52059838,104.3035432,210.5355033,136.6405935,98.97234889,160.0366019,147.1171662,126.2872305,81.60618374,143.2455932,132.9231226,128.4132785,96.21887442,13.76395619,68.03075534,136.8539994,154.3858217,109.4890086,158.5256975,92.65286544,110.5089736,184.0771453,12.07067131,57.43156356,96.59626682,136.1421661,101.8644031,180.0630217
rpoD,b3067,14.71379524,15.98413126,10.63860798,11.89609633,10.58872153,10.23559331,100.7925261,72.59245719,14.98337643,17.1602686,111.3445896,5.453496873,5.677014888,5.773104421,305.5945898,34.47252642,3.861394918,151.2227675,9.686852735,143.9465821,95.73155784,15.70766058,71.21197576,16.32796105,38.17143678,11.70168562,20.65969798,54.27641206,69.21560014,82.66719336,37.16295862,39.13933524,16.60336994,69.56795668,490.7674849,127.2530708,135.5955287,16.81201694
frdC,b4152,14.71171173,11.49748898,13.29465122,15.53259574,168.7391806,247.2701225,145.5975247,146.5042669,43.6645895,144.5942305,715.176131,42.07213626,47.53209738,81.44149667,90.59968807,430.6947895,489.101022,152.818593,714.4997417,157.6155241,152.0641172,8.595814258,117.0638974,31.56353589,159.1628634,870.133107,14.97645166,21.7733824,159.0622932,55.54289035,189.1427439,49.58756717,9.045051792,59.824545380000004,350.3909268,138.8396216,474.5524028,69.14645819
yjgH,b4248,14.71171173,7.664992654,13.29465122,72.80904252,84.36959028,61.94551723,115.6420531,108.8988935,109.1614738,107.9549684,76.87890517,113.8422511,203.3317499,114.898544,61.58993573,100.7072947,104.5441921,117.9849431,77.73836413,93.62125115,121.7460378,125.116852,59.84432425,10.84996546,46.68777328,87.6936928,146.6444225,59.61759467,116.9012034,92.57148392,111.6252259,114.0514045,7.653505362,53.02630158,98.60558824,91.17135155,71.67325638,122.6526461
yfaS,b4500,14.68629282,11.00762854,13.08389996,14.52575973,18.78517635,11.09406243,10.30390163,20.61558413,22.67363951,20.47979597,16.52771251,10.96019859,21.57265657,9.501962031,13.85490071,21.65042818,10.13863691,16.04024243,9.793301666,15.6430445,14.66525992,13.42850983,14.76153158,15.35252442,15.26857471,18.3326408,19.74745158,15.33559404,21.20414417,44.64028441,45.2621505,48.30738186,13.22286399,13.91359134,15.51897181,21.17236393,17.90639518,20.74071985
holD,b4372,14.68390131,10.99759816,14.83606005,42.25034873,58.4539488,56.31410657,57.9724698,98.16909953,101.2025436,115.7777922,111.2720996,159.1962292,112.148195,63.16261786,67.87699911,110.8247857,85.90204637,81.14823624,84.304468,85.58332315,102.8590277,111.4549056,76.82532244,11.32170309,50.07094525,52.06402151,116.989963,87.7697216,97.15381555,113.7483719,108.9963709,86.73204295,11.9793997,44.21814224,73.55647928,71.27100578,69.27868077,59.84103421
murQ,b2428,14.68390131,11.16679197,10.76021938,181.5014981,183.0125355,112.7788863,194.9843281,238.6494845,235.768563,189.7696703,185.3294501,246.6471746,337.8435229,169.6645089,134.9658763,231.7932227,234.8328131,206.6117599,165.6943476,211.887392,243.4318703,296.8382859,190.4989896,20.90160571,110.2393576,165.5368889,280.9963004,240.9948288,271.2974472,169.7580492,176.5843875,257.0687715,11.05790741,96.03940395,119.0957884,184.9028005,189.1840898,213.319962
ykfJ,b0235,14.68390131,7.331732104,11.3036648,56.64332468,95.09672268,70.51505518,137.2681469,166.3629015,86.74503734,210.2775037,92.88801357,153.8699613,130.3343888,66.53129082,106.7248414,142.1549994,136.5622276,130.0521402,99.46032741,134.8929199,133.2183001,139.7754145,54.22963937,15.09560412,73.07651469,79.54225509,159.9658678,73.38937173,171.0884802,92.63340465,151.2602699,205.988602,7.986266465,49.42027662,87.7932172,152.2809068,142.8872791,148.0278215
pbpC,b2519,14.67437867,14.30400964,10.36902326,22.8531625,25.76604166,64.42158495,26.23916071,56.33489776,46.57904729,65.97714803,32.73218182,19.49050213,44.03449125,44.9200086,15.28200063,45.866312,44.94366269,36.84050883,39.08015014,31.54984979,29.27847603,16.84229581,12.40271475,18.57581636,14.65426865,14.62542066,24.67909447,30.17693169,32.91955388,79.97555558,59.45623792,63.91531448,9.053173658,20.2518889,14.86455775,36.52688567,38.36273252,23.67660825
aer,b3072,14.65493898,9.578973068,20.38338372,149.880358,191.5201843,39.85306003,52.96104294,90.36044583,105.3753544,85.34191588,153.2789632,38.6600904,91.02662278,266.937432,48.10574862,155.7905459,149.2826641,78.69652221,137.0360972,77.59813986,77.45462011,47.24589559,74.21367149,17.20586239,35.72949907,40.93923059,69.21070266,80.03819295,90.6421851,57.65808766,145.310945,111.7669392,21.55661865,193.6332918,62.97018697,68.19846031,120.6057113,78.86865674
yejA,b2177,14.65356267,14.21507729,11.28031012,12.60258336,12.238773,12.51010896,64.59742289,114.5254551,16.12230997,25.12406538,8.166084664,27.53812555,7.374676927,6.62737683,22.98059262,3.413203987,13.26375653,78.20716229,14.04422097,82.74007006,63.04782429,9.79401867,31.95515113,24.96388748,18.05775032,18.80328711,16.06564815,13.0074752,50.03580571,39.46264098,38.05405428,41.5762771,10.77815962,43.90429446,20.43148381,20.69972541,24.52665692,32.6874166
ecpA,b0293,14.64644238,11.87291719,21.38901369,11.76831871,12.28547812,9.998627085,17.35910338,25.85369415,22.62058797,26.87858398,17.71270157,26.66757256,23.83071821,17.19570046,23.14404417,20.41283188,18.60986248,18.91886843,27.67780831,23.94343545,22.9705857,35.05571869,26.86888028,33.87846359,21.91466909,28.00212041,28.99777248,30.02568477,30.11506412,31.6516,40.72042679,34.82695315,7.028729414,6.409772719,7.100209858,9.662104282,5.589128263,6.652574695
